Date,Open,High,Low,Close,Adj Close,Volume
2018-02-07,0.748410,0.753670,0.746400,0.748560,0.748560,0
2018-02-08,0.750030,0.752060,0.742340,0.750080,0.750080,0
2018-02-09,0.742580,0.746410,0.739480,0.742640,0.742640,0
2018-02-12,0.746370,0.747150,0.743200,0.746340,0.746340,0
2018-02-13,0.745700,0.746950,0.739500,0.746020,0.746020,0
2018-02-14,0.742810,0.743100,0.739590,0.742500,0.742500,0
2018-02-15,0.743190,0.743740,0.736300,0.742990,0.742990,0
2018-02-16,0.738580,0.740230,0.736520,0.738640,0.738640,0
2018-02-19,0.738280,0.740800,0.737600,0.738280,0.738280,0
2018-02-20,0.739410,0.742610,0.738800,0.739410,0.739410,0
2018-02-21,0.740180,0.741010,0.738400,0.740270,0.740270,0
2018-02-22,0.739240,0.740950,0.733800,0.739110,0.739110,0
2018-02-23,0.733830,0.740290,0.733200,0.733830,0.733830,0
2018-02-26,0.740850,0.740850,0.737600,0.740750,0.740750,0
2018-02-27,0.739810,0.739820,0.736100,0.739400,0.739400,0
2018-02-28,0.735570,0.739000,0.734800,0.735400,0.735400,0
2018-03-01,0.736060,0.738610,0.734900,0.735500,0.735500,0
2018-03-02,0.733500,0.734570,0.725400,0.733610,0.733610,0
2018-03-05,0.727070,0.727210,0.722100,0.727050,0.727050,0
2018-03-06,0.724030,0.729450,0.723000,0.724000,0.724000,0
2018-03-07,0.724570,0.730250,0.723800,0.724460,0.724460,0
2018-03-08,0.731150,0.734590,0.729800,0.730400,0.730400,0
2018-03-09,0.737680,0.741270,0.736900,0.737300,0.737300,0
2018-03-12,0.741970,0.742360,0.738100,0.742000,0.742000,0
2018-03-13,0.737000,0.738590,0.729500,0.737430,0.737430,0
2018-03-14,0.728260,0.732080,0.727700,0.728160,0.728160,0
2018-03-15,0.729040,0.730310,0.725600,0.728950,0.728950,0
2018-03-16,0.728780,0.729680,0.725100,0.728800,0.728800,0
2018-03-19,0.727730,0.729430,0.725200,0.727200,0.727200,0
2018-03-20,0.727100,0.730900,0.726400,0.726500,0.726500,0
2018-03-21,0.731180,0.736470,0.729900,0.731040,0.731040,0
2018-03-22,0.735430,0.737910,0.732720,0.735410,0.735410,0
2018-03-23,0.731740,0.739720,0.731200,0.731590,0.731590,0
2018-03-26,0.735000,0.737960,0.730400,0.734700,0.734700,0
2018-03-27,0.736150,0.738500,0.734300,0.735500,0.735500,0
