Date,Open,High,Low,Close,Adj Close,Volume
2018-02-07,309.459015,310.528015,309.101990,309.457001,309.457001,0
2018-02-08,310.183014,311.325989,310.110992,310.197998,310.197998,0
2018-02-09,310.958008,312.484009,310.940002,310.960999,310.960999,0
2018-02-12,311.839996,312.234985,311.700989,311.989990,311.989990,0
2018-02-13,311.532990,312.208008,311.433990,311.558990,311.558990,0
2018-02-14,311.647003,313.100006,311.600006,311.644989,311.644989,0
2018-02-15,311.785004,312.108002,311.270996,311.804993,311.804993,0
2018-02-16,310.902008,311.610992,310.881989,310.933014,310.933014,0
2018-02-19,311.041992,311.524994,310.878998,311.083008,311.083008,0
2018-02-20,310.678986,312.045990,310.648987,310.657013,310.657013,0
2018-02-21,311.596985,312.468994,311.446991,311.592010,311.592010,0
2018-02-22,312.085999,313.045990,312.002991,312.087006,312.087006,0
2018-02-23,312.454987,313.037994,312.454987,312.743988,312.743988,0
2018-02-26,312.686005,313.769012,312.666992,312.694000,312.694000,0
2018-02-27,313.165985,314.167999,313.114014,313.181000,313.181000,0
2018-02-28,313.825012,314.350006,313.571014,313.821014,313.821014,0
2018-03-01,313.502991,313.959015,313.088013,313.493988,313.493988,0
2018-03-02,313.240997,313.936005,313.174988,313.247009,313.247009,0
2018-03-05,313.399994,314.139008,313.263000,313.399994,313.399994,0
2018-03-06,313.873993,314.216003,312.462006,313.859985,313.859985,0
2018-03-07,312.610992,313.286987,311.536011,312.614014,312.614014,0
2018-03-08,312.035004,312.321014,311.515991,312.040009,312.040009,0
2018-03-09,311.473999,311.989990,311.304901,311.471008,311.471008,0
2018-03-12,311.459991,311.997009,311.162994,311.471985,311.471985,0
2018-03-13,311.588013,311.924988,311.309998,311.593994,311.593994,0
2018-03-14,311.407013,311.894989,311.101013,311.403015,311.403015,0
2018-03-15,310.911987,311.330994,310.492004,311.221985,311.221985,0
2018-03-16,310.812012,311.311005,310.743988,311.062988,311.062988,0
2018-03-19,310.957001,311.045990,310.368011,310.847992,310.847992,0
2018-03-20,311.205994,311.390991,310.877991,310.921997,310.921997,0
2018-03-21,311.454987,311.535004,310.963989,311.046997,311.046997,0
2018-03-22,310.997009,311.915985,310.997009,310.998993,310.998993,0
2018-03-23,312.136993,313.127014,311.781006,311.851990,311.851990,0
2018-03-26,312.445007,312.972992,312.367004,312.451996,312.451996,0
2018-03-27,312.558990,312.996002,312.312988,312.566010,312.566010,0
2018-03-28,312.515015,312.890991,312.181000,312.493988,312.493988,0
2018-03-29,312.080994,312.660004,311.811005,312.104004,312.104004,0
2018-03-30,311.987000,312.506989,311.638000,311.931000,311.931000,0
2018-04-02,312.152008,312.644989,312.144012,312.071014,312.071014,0
2018-04-03,312.269012,312.665009,311.726990,312.484985,312.484985,0
2018-04-04,311.514008,312.082001,311.140015,311.522003,311.522003,0
2018-04-05,310.709991,311.473999,310.709991,310.713013,310.713013,0
2018-04-06,310.834015,312.515015,310.696014,310.852997,310.852997,0
2018-04-09,312.019012,312.524994,311.050995,311.963989,311.963989,0
2018-04-10,311.251007,311.746002,310.657013,311.368988,311.368988,0
2018-04-11,310.977997,311.733002,310.971985,310.959015,310.959015,0
2018-04-12,311.388000,311.480011,311.002014,311.101990,311.101990,0
2018-04-13,311.136993,311.329987,310.683990,310.881989,310.881989,0
2018-04-16,310.372009,310.748993,310.052002,310.640991,310.640991,0
2018-04-17,309.798004,310.972992,309.720001,309.795990,309.795990,0
2018-04-18,310.130005,310.481995,309.752014,310.442993,310.442993,0
2018-04-19,310.037994,310.506012,309.819000,310.033997,310.033997,0
2018-04-20,309.855011,310.727997,309.838013,309.835999,309.835999,0
2018-04-23,310.428009,312.385986,310.350006,310.419006,310.419006,0
2018-04-24,312.115997,312.834991,311.757996,311.885986,311.885986,0
2018-04-25,312.505005,313.455994,312.227997,312.515015,312.515015,0
2018-04-26,312.895996,313.265015,312.480988,312.878998,312.878998,0
2018-04-27,312.449005,312.996002,312.328003,312.661011,312.661011,0
2018-04-30,312.498993,313.572998,312.479004,312.481995,312.481995,0
2018-05-01,313.454987,315.223999,313.247009,313.184998,313.184998,0
2018-05-02,313.561005,314.488007,312.855988,313.552002,313.552002,0
2018-05-03,314.200989,314.739990,313.660004,314.201996,314.201996,0
2018-05-04,313.782013,314.455994,313.406006,313.752991,313.752991,0
2018-05-07,313.299988,314.595001,313.213013,313.389008,313.389008,0
2018-05-08,314.298004,315.216003,314.141998,314.294006,314.294006,0
2018-05-09,314.609985,315.532990,314.519012,314.628998,314.628998,0
2018-05-10,315.079987,315.515015,313.411011,315.040009,315.040009,0
2018-05-11,313.864990,315.183014,313.774994,314.199005,314.199005,0
2018-05-14,315.037994,315.535004,314.772003,314.997009,314.997009,0
2018-05-15,315.459991,317.473999,315.131989,315.170013,315.170013,0
2018-05-16,316.186005,317.601990,315.626007,316.207001,316.207001,0
2018-05-17,315.571014,317.436005,315.470001,315.841003,315.841003,0
2018-05-18,316.942993,318.464996,316.772003,316.938995,316.938995,0
2018-05-21,318.010010,319.442993,317.808990,318.281006,318.281006,0
2018-05-22,317.635010,318.707001,316.216003,317.648010,317.648010,0
2018-05-23,317.605011,319.645996,317.539001,317.619995,317.619995,0
2018-05-24,318.091003,319.826996,317.885010,318.069000,318.069000,0
